0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,nan
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,nan
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,nan
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,nan
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
0.00,-0.48
